"Education","Marital_Status","Income","Recency","wines","fruits","meat","fish","sweet","gold","dealpurchase","webpurchase","catalog","Store","webvisit","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Complain","Response","Age","Total_spent","Total_num","Kids"
"graduate","Taken",44989,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,48,369,16,1
"graduate","Taken",38443,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,54,38,6,2
"graduate","Single",38593,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,44,177,11,1
"graduate","Taken",64413,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,52,279,12,1
"graduate","Taken",36959,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,41,62,7,1
"graduate","Taken",61996,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,45,1230,21,1
"graduate","Taken",51287,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,54,182,11,2
"graduate","Taken",13260,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,52,49,10,2
"graduate","Taken",47472,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,56,75,8,2
"graduate","Taken",54603,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,66,227,16,2
"graduate","Taken",45207,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,48,215,15,2
"graduate","Taken",40689,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,71,444,20,1
"graduate","Taken",47821,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,55,47,5,2
"graduate","Taken",27450,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,71,143,7,0
"graduate","Taken",39453,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,39,55,7,1
"graduate","Taken",26850,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,51,63,11,2
"graduate","Single",79800,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,67,1867,22,0
"graduate","Taken",61794,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,61,611,20,1
"graduate","Taken",53863,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,67,473,18,1
"graduate","Taken",24221,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,63,55,6,0
"graduate","Single",39684,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,38,81,7,1
"graduate","Taken",92163,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,47,2086,21,0
"graduate","Single",69882,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,57,1478,20,0
"graduate","Taken",33178,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,45,49,5,1
"graduate","Taken",59973,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,50,382,15,0
"graduate","Taken",17459,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,47,69,9,1
"graduate","Single",23910,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,53,67,6,1
"graduate","Taken",42169,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,53,30,6,2
"graduate","Taken",26224,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,44,63,9,1
"graduate","Taken",31089,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,41,79,10,1
"graduate","Single",30081,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,61,42,5,1
"graduate","Taken",62807,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,62,819,23,1
"graduate","Single",72906,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,67,1151,17,0
"graduate","Taken",61467,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,74,594,20,2
"graduate","Taken",49618,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,56,129,11,2
"graduate","Single",21888,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,36,213,12,1
"graduate","Single",42429,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,49,67,7,1
"graduate","Single",26150,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,66,28,5,3
"non-graduate","Taken",30801,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,47,45,6,1
"graduate","Taken",81168,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,57,1193,18,0
"graduate","Single",26877,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,53,268,12,0
"graduate","Single",45006,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,78,266,12,0
"non-graduate","Taken",18978,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,49,37,5,1
"graduate","Taken",22574,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,55,37,7,3
"graduate","Single",48240,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,53,882,25,0
"graduate","Taken",45837,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,48,373,18,2
"graduate","Single",35791,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,57,35,6,3
"graduate","Taken",162397,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,46,107,1,2
"graduate","Single",54162,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,44,42,5,2
"graduate","Taken",30522,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,62,326,17,1
"graduate","Taken",54456,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,61,404,17,1
"graduate","Single",31632,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,51,95,6,0
"graduate","Single",72298,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,73,939,14,0
"graduate","Single",36975,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,44,33,5,1
"graduate","Taken",72635,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,67,981,21,0
"graduate","Taken",13624,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,46,36,7,1
"graduate","Single",84196,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,47,1237,20,1
"graduate","Taken",70971,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,62,1825,34,1
"graduate","Single",34487,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,45,103,9,2
"graduate","Single",28769,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,45,191,12,1
"graduate","Taken",69084,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,52,1586,25,1
"graduate","Taken",65488,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,64,963,14,0
"graduate","Taken",62466,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,52,889,26,1
"graduate","Single",32218,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,62,93,7,0
"graduate","Single",83917,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,49,1587,21,0
"graduate","Single",46102,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,60,16,4,3
"graduate","Single",84574,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,70,1375,32,0
"graduate","Taken",56181,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,60,393,14,1
"graduate","Single",63120,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,72,1477,26,1
"graduate","Taken",73691,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,51,1179,18,1
"graduate","Taken",63381,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,62,1005,26,1
"graduate","Taken",76140,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,74,1348,21,0
"graduate","Single",62859,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,63,1307,23,1
"graduate","Single",45906,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,58,486,15,1
"graduate","Taken",77632,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,75,2252,13,0
"graduate","Taken",46463,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,51,235,17,2
"graduate","Taken",105471,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,52,1724,30,0
"graduate","Single",55282,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,52,235,11,1
"graduate","Taken",78710,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,45,1092,28,1
"graduate","Taken",66886,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,64,599,17,1
"graduate","Single",98777,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,62,2008,19,0
"graduate","Taken",29103,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,37,48,6,1
"graduate","Taken",67445,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,48,1174,32,1
"graduate","Taken",50616,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,72,67,7,1
"graduate","Single",49431,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,67,365,15,1
"graduate","Single",153924,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,0
"graduate","Taken",61278,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,69,165,10,1
"graduate","Taken",26490,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,64,210,11,0
"graduate","Taken",73059,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,75,1095,26,1
"graduate","Single",46734,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,56,223,12,3
"graduate","Taken",56253,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,59,597,22,1
"graduate","Taken",19986,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,37,22,4,1
"graduate","Single",58330,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,47,1064,24,1
"non-graduate","Taken",25965,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,42,74,6,0
"graduate","Taken",14661,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,66,26,5,0
"graduate","Taken",18690,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,63,60,5,0
"graduate","Taken",45068,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,48,20,4,1
"non-graduate","Single",21063,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,35,59,7,1
"graduate","Taken",29187,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,54,34,5,1
"graduate","Taken",54690,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,51,198,12,2
"graduate","Taken",59304,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,58,1048,28,1
"graduate","Single",59247,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,60,574,21,2
"graduate","Single",66731,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,52,1029,17,1
"graduate","Taken",77353,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,42,670,20,1
"graduate","Single",52614,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,47,990,16,1
"graduate","Taken",26751,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,48,11,4,2
"graduate","Taken",81300,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,59,1241,21,1
"graduate","Single",70337,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,43,576,17,0
"graduate","Taken",36145,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,37,172,12,1
"graduate","Single",65295,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,42,664,20,0
"graduate","Single",68118,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,59,928,23,1
"graduate","Single",68743,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,55,2074,30,0
"graduate","Taken",41039,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,40,467,15,0
"graduate","Taken",38946,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,67,257,12,1
"graduate","Taken",65777,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,55,1146,17,0
"graduate","Single",66476,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,46,689,20,1
"graduate","Single",86857,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,50,2114,22,0
"graduate","Taken",160803,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,40,1717,44,0
"graduate","Taken",77845,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,33,1346,21,0
"graduate","Taken",69476,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,53,1044,15,0
"graduate","Single",50611,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,62,493,22,1
"graduate","Single",61209,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,52,957,13,0
"graduate","Taken",42315,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,64,270,12,1
"non-graduate","Taken",13084,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,70,29,5,0
"graduate","Single",47570,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,73,121,9,2
"graduate","Taken",61923,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,61,126,8,2
"graduate","Single",34824,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,27,23,4,0
"graduate","Single",26518,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,73,57,8,2
"graduate","Single",45938,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,61,636,20,0
"graduate","Taken",78468,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,62,1004,28,0
"graduate","Single",78901,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,49,734,20,1
"graduate","Taken",71427,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,44,614,20,2
"graduate","Single",71022,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,44,1453,21,1
"graduate","Single",90247,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,34,1621,15,0
"graduate","Single",41335,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,54,187,12,1
"graduate","Taken",71952,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,36,1443,22,1
"graduate","Single",35682,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,52,57,6,1
"graduate","Single",43185,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,71,637,20,1
"graduate","Taken",66375,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,74,948,14,1
"graduate","Taken",35178,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,51,59,5,1
"graduate","Taken",25252,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,36,18,4,1
"graduate","Single",55250,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,57,903,26,1
"graduate","Single",33249,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,47,112,8,1
"graduate","Taken",58398,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,69,596,20,0
"graduate","Taken",50272,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,40,233,13,1
"graduate","Taken",76618,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,47,1511,11,0
"graduate","Single",87305,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,62,1152,17,0
"graduate","Taken",25851,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,44,48,7,1
"graduate","Single",58710,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,52,1185,31,1
"graduate","Single",45160,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,64,21,4,2
"graduate","Taken",74806,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,57,965,16,1
"graduate","Taken",59111,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,68,869,21,0
"graduate","Taken",18988,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,38,16,6,1
"graduate","Taken",72190,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,57,1947,16,0
"graduate","Taken",7500,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,46,71,12,1
"graduate","Taken",44794,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,56,65,6,1
"graduate","Taken",80395,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,67,1380,24,0
"graduate","Single",75012,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,46,1027,23,0
"graduate","Taken",56962,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,57,411,21,3
"graduate","Taken",89891,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,31,836,26,0
"graduate","Single",35946,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,73,11,4,2
"graduate","Taken",53593,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,69,480,23,2
"graduate","Taken",66373,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,44,606,23,2
"graduate","Single",45072,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,74,284,16,3
"graduate","Single",89694,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,49,1472,14,2
"graduate","Taken",72025,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,73,1677,26,0
"graduate","Taken",67432,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,49,1335,19,1
"graduate","Taken",70545,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,70,334,13,1
"non-graduate","Taken",17487,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,33,18,4,1
"graduate","Taken",62882,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,53,1338,20,1
"graduate","Single",64108,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,69,1099,30,1
"graduate","Taken",34941,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,66,97,8,2
"graduate","Single",48767,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,72,63,9,3
"graduate","Taken",38702,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,0,44,109,9,1
"graduate","Taken",82224,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,58,902,21,0
"graduate","Taken",83844,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,70,1574,20,0
"graduate","Taken",17003,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,0,47,38,9,1
"graduate","Single",71163,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,0,27,960,24,0
"graduate","Single",33697,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,0,52,28,4,1
"graduate","Taken",63564,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,1,68,1215,28,0
"graduate","Taken",83443,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,50,1497,22,0
"graduate","Taken",51518,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,64,449,17,1
"graduate","Single",58330,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,47,1064,24,1
"graduate","Taken",80952,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,1,53,1757,25,0
"graduate","Taken",75507,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,43,1440,21,0
"graduate","Taken",63855,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,0,44,1006,24,0
"graduate","Taken",62220,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,1,50,1226,23,1
"graduate","Taken",58512,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,0,58,1171,20,1
"graduate","Taken",40662,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,0,43,92,8,1
"graduate","Taken",38829,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,63,99,8,1
"graduate","Taken",35523,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,41,66,8,1
"graduate","Single",79146,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,55,564,19,2
"graduate","Taken",78285,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,34,1427,21,0
"graduate","Single",31626,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,1,44,86,6,1
"graduate","Single",75127,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,70,833,19,0
"graduate","Taken",48726,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,67,242,12,1
"graduate","Taken",74985,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,45,1869,17,0
"graduate","Taken",67430,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,35,1364,29,0
"graduate","Taken",46891,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,57,183,8,1
"graduate","Taken",62058,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,66,450,18,1
"graduate","Taken",72063,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,43,758,21,1
"graduate","Taken",78939,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,71,1507,20,0
"graduate","Single",42720,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,57,654,25,2
"graduate","Taken",33622,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,50,81,9,2
"graduate","Taken",6835,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,65,137,1,1
"graduate","Taken",41452,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,69,16,4,2
"graduate","Single",40760,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,57,93,8,1
"graduate","Taken",74250,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,64,1158,18,0
"graduate","Single",51124,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,67,43,6,2
"graduate","Single",72258,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,51,1525,22,1
"graduate","Single",71466,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,48,1230,19,0
"graduate","Taken",36283,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,46,29,6,2
"graduate","Single",20587,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,52,25,5,1
"graduate","Taken",30467,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,50,24,4,1
"graduate","Taken",31590,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,50,38,5,1
"non-graduate","Taken",20425,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,36,57,7,1
"graduate","Taken",17144,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,62,47,12,2
"graduate","Single",42564,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,54,813,24,1
"graduate","Taken",43783,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,44,629,22,1
"graduate","Single",40780,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,46,377,17,1
"graduate","Taken",62847,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,77,1612,14,0
"graduate","Taken",82017,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,65,729,17,0
"graduate","Single",16813,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,72,50,6,0
"graduate","Taken",51267,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,44,270,15,2
"graduate","Single",46524,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,61,177,9,1
"graduate","Single",45183,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,60,315,13,0
"graduate","Taken",70421,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,68,767,23,1
"graduate","Single",60161,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,57,1071,26,1
"graduate","Taken",73926,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,49,1580,24,0
"graduate","Taken",19329,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,54,60,10,1
"graduate","Taken",61872,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,52,573,21,1
"graduate","Single",46984,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,66,41,5,2
"graduate","Taken",34838,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,71,170,10,2
"graduate","Single",82716,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,78,1167,28,0
"graduate","Taken",48192,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,64,1526,25,0
"graduate","Taken",49681,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,46,458,21,2
"graduate","Taken",56850,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,51,63,6,1
"graduate","Taken",55267,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,65,405,17,1
